,manga_id,Title,url
2121,96690,"Densetsu no Saikyou Reijou, Unmei no Ban no Tame ni Musoushimasu (Light Novel)",https://www.anime-planet.com/manga/densetsu-no-saikyou-reijou-unmei-no-ban-no-tame-ni-musoushimasu-light-novel
2122,45057,Densetsu no Youjoou (300-sai) Tayoreru Boukensha to Dungeon e Tabidatsu (Light Novel),https://www.anime-planet.com/manga/densetsu-no-youjoou-300-sai-tayoreru-boukensha-to-dungeon-e-tabidatsu-light-novel
2123,9189,Densetsu no Yuusha no Densetsu (Light Novel),https://www.anime-planet.com/manga/densetsu-no-yuusha-no-densetsu-light-novel
2124,83134,"Densetsu no Yuusha Rashii kedo, Kioku ga Nai no de Suki ni Ikiru Koto ni Shita! (Light Novel)",https://www.anime-planet.com/manga/densetsu-no-yuusha-rashii-kedo-kioku-ga-nai-no-de-suki-ni-ikiru-koto-ni-shita-light-novel
2125,34446,Denshi Mahoutsukai no Tronica. (Light Novel),https://www.anime-planet.com/manga/denshi-mahoutsukai-no-tronica-light-novel
2126,43786,Denshi Toshi DT (Light Novel),https://www.anime-planet.com/manga/denshi-toshi-dt-light-novel
2127,56945,Densou Shinkai Ragnarok (Light Novel),https://www.anime-planet.com/manga/densou-shinkai-ragnarok-light-novel
2128,62832,Derenai Neko no Aishikata	(Light Novel),https://www.anime-planet.com/manga/derenai-neko-no-aishikata-light-novel
2129,20082,Der Werwolf: The Annals of Veight (Light Novel),https://www.anime-planet.com/manga/der-werwolf-the-annals-of-veight-light-novel
2130,47212,Desert Honeymoon: Oresama Ouji no Dekiai Sengen!? (Light Novel),https://www.anime-planet.com/manga/desert-honeymoon-oresama-ouji-no-dekiai-sengen-light-novel
2131,13214,Desire: Dangerous Feelings (Light Novel),https://www.anime-planet.com/manga/desire-dangerous-feelings-light-novel
2132,101159,Desire Order: Seizonritsu 1% no Senjou (Light Novel),https://www.anime-planet.com/manga/desire-order-seizonritsu-1-no-senjou-light-novel
2133,27284,Desktop Army (Light Novel),https://www.anime-planet.com/manga/desktop-army-light-novel
2134,82703,Desperado Blues (Light Novel),https://www.anime-planet.com/manga/desperado-blues-light-novel
2135,27881,Despera (Light Novel),https://www.anime-planet.com/manga/despera-light-novel
2136,97552,Destiny Child (Light Novel),https://www.anime-planet.com/manga/destiny-child-light-novel
2137,82183,"Destiny Unchain Online: Kyuuketsuki Shoujo to Natte, Yagate ""Aka no Maou"" to Yobareru You ni Narimashita (Light Novel)",https://www.anime-planet.com/manga/destiny-unchain-online-kyuuketsuki-shoujo-to-natte-yagate-aka-no-maou-to-yobareru-you-ni-narimashita-light-novel
2138,95765,Detarame na Tameiki (Light Novel),https://www.anime-planet.com/manga/detarame-na-tameiki-light-novel
2139,87350,"Deteike, to Iwareta node Deteikimasu (Light Novel)",https://www.anime-planet.com/manga/deteike-to-iwareta-node-deteikimasu-light-novel
2140,53009,Deus Replica (Light Novel),https://www.anime-planet.com/manga/deus-replica-light-novel
2141,83103,Devidan! Mezase Dungeon NEET Monogatari (Light Novel),https://www.anime-planet.com/manga/devidan-mezase-dungeon-neet-monogatari-light-novel
2142,55439,Devil May Cry 4: Deadly Fortune (Light Novel),https://www.anime-planet.com/manga/devil-may-cry-4-deadly-fortune-light-novel
2143,55438,Devil May Cry 5: Before the Nightmare (Light Novel),https://www.anime-planet.com/manga/devil-may-cry-5-before-the-nightmare-light-novel
2144,8866,Devil May Cry (Light Novel),https://www.anime-planet.com/manga/devil-may-cry-light-novel
2145,70495,Devil's Door (Light Novel),https://www.anime-planet.com/manga/devils-door-light-novel
2146,49535,Devil Summoner: Kuzunoha Raidou vs Shibito Ekishi (Light Novel),https://www.anime-planet.com/manga/devil-summoner-kuzunoha-raidou-vs-shibito-ekishi-light-novel
2147,48277,Devil Summoner: Soul Hackers - Nightmare of the Butterfly (Light Novel),https://www.anime-planet.com/manga/devil-summoner-soul-hackers-nightmare-of-the-butterfly-light-novel
2148,48276,Devil Summoner: Soul Hackers - Shito Kourin (Light Novel),https://www.anime-planet.com/manga/devil-summoner-soul-hackers-shito-kourin-light-novel
2149,56954,Devil Survivor 2: The Animation - Kujiraza no Prequel (Light Novel),https://www.anime-planet.com/manga/devil-survivor-2-the-animation-kujiraza-no-prequel-light-novel
2150,71750,D-Genesis: Three Years after the Dungeons Appeared (Light Novel),https://www.anime-planet.com/manga/d-genesis-three-years-after-the-dungeons-appeared-light-novel
2151,7442,D.Gray-Man Reverse (Light Novel),https://www.anime-planet.com/manga/d-gray-man-reverse-light-novel
